priority_number,priority_date,application_number,provisional,n,priority_country,application_country,filing_order,duplicate_priority
EP2012188665A 2012-10-16,2012-10-16,WO2013EP71609A 2013-10-16,FALSE,3,EP,WO,1,FALSE
IL222717A 2012-10-28,2012-10-28,WO2013IL50867A 2013-10-24,FALSE,1,IL,WO,1,FALSE
FR201260772A 2012-11-13,2012-11-13,WO2013FR52708A 2013-11-12,FALSE,1,FR,WO,1,FALSE
US2011196340A 2011-08-02,2011-08-02,WO2013US59007A 2013-09-10,FALSE,2,US,WO,1,FALSE
WO2012JP73208A 2012-09-11,2012-09-11,WO2012JP73208A 2012-09-11,FALSE,1,WO,WO,1,FALSE
WO2012EP2320A 2012-05-31,2012-05-31,WO2012EP2320A 2012-05-31,FALSE,1,WO,WO,1,FALSE
US2012667764P 2012-07-03,2012-07-03,WO2013US47515A 2013-06-25,TRUE,3,US,WO,1,FALSE
FR201256567A 2012-07-09,2012-07-09,WO2013FR51633A 2013-07-09,FALSE,1,FR,WO,1,FALSE
FR201255423A 2012-06-11,2012-06-11,WO2013EP61604A 2013-06-05,FALSE,1,FR,WO,1,FALSE
US2012687293P 2012-04-23,2012-04-23,WO2013US37867A 2013-04-23,TRUE,5,US,WO,1,FALSE
FR201254048A 2012-05-03,2012-05-03,WO2013EP59111A 2013-05-02,FALSE,1,FR,WO,1,FALSE
KR201228523A 2012-03-20,2012-03-20,WO2012KR7630A 2012-09-24,FALSE,4,KR,WO,1,FALSE
IT2012MC24A 2012-03-23,2012-03-23,WO2013EP879A 2013-03-22,FALSE,1,IT,WO,1,FALSE
US2012597052P 2012-02-09,2012-02-09,WO2013US25453A 2013-02-08,TRUE,3,US,WO,1,FALSE
DK2012129A 2012-02-20,2012-02-20,WO2013DK50042A 2013-02-18,FALSE,1,DK,WO,1,FALSE
KR20123511A 2012-01-11,2012-01-11,WO2012KR1801A 2012-03-13,FALSE,1,KR,WO,1,FALSE
FI20125080A 2012-01-26,2012-01-26,WO2013FI50080A 2013-01-25,FALSE,1,FI,WO,1,FALSE
FI2011419A 2011-12-12,2011-12-12,WO2012FI51229A 2012-12-12,FALSE,1,FI,WO,1,FALSE
IT2011BO768A 2011-12-29,2011-12-29,WO2012IB57589A 2012-12-21,FALSE,2,IT,WO,1,FALSE
FR20113958A 2011-12-20,2011-12-20,WO2012EP75432A 2012-12-13,FALSE,1,FR,WO,1,FALSE
US2011548623P 2011-10-18,2011-10-18,WO2012US60906A 2012-10-18,TRUE,2,US,WO,1,FALSE
US2011548627P 2011-10-18,2011-10-18,WO2012US60902A 2012-10-18,TRUE,1,US,WO,1,FALSE
FR201159558A 2011-10-21,2011-10-21,WO2012EP70733A 2012-10-19,FALSE,1,FR,WO,1,FALSE
US2011525855P 2011-08-22,2011-08-22,WO2012IL50320A 2012-08-21,TRUE,1,US,WO,1,FALSE
RU2011133297A 2011-08-09,2011-08-09,WO2012RU543A 2012-07-05,FALSE,1,RU,WO,1,FALSE
WO2011US52642A 2011-09-21,2011-09-21,WO2011US52642A 2011-09-21,FALSE,1,WO,WO,1,FALSE
WO2011FR51409A 2011-06-20,2011-06-20,WO2011FR51409A 2011-06-20,FALSE,1,WO,WO,1,FALSE
FR201156949A 2011-07-29,2011-07-29,WO2012EP63606A 2012-07-11,FALSE,1,FR,WO,1,FALSE
FR201156695A 2011-07-22,2011-07-22,WO2012FR51736A 2012-07-20,FALSE,1,FR,WO,1,FALSE
US2011501111P 2011-06-24,2011-06-24,WO2012US43768A 2012-06-22,TRUE,2,US,WO,1,FALSE
EP2011305598A 2011-05-18,2011-05-18,WO2012EP58860A 2012-05-14,FALSE,1,EP,WO,1,FALSE
FR20111373A 2011-05-04,2011-05-04,WO2012FR165A 2012-04-27,FALSE,1,FR,WO,1,FALSE
IT2010VI333A 2010-12-10,2010-12-10,WO2011IB2948A 2011-12-07,FALSE,1,IT,WO,1,FALSE
US2011432900P 2011-01-14,2011-01-14,WO2011US34546A 2011-04-29,TRUE,1,US,WO,1,FALSE
WO2011FR1A 2011-01-04,2011-01-04,WO2011FR182A 2011-03-29,FALSE,2,WO,WO,1,FALSE
AU2010904414A 2010-10-01,2010-10-01,WO2011AU1261A 2011-10-03,FALSE,1,AU,WO,1,FALSE
FR201056167A 2010-07-27,2010-07-27,WO2011FR51444A 2011-06-23,FALSE,1,FR,WO,1,FALSE
JP2010195463A 2010-09-01,2010-09-01,WO2011JP69524A 2011-08-30,FALSE,2,JP,WO,1,FALSE
WO2010JP64119A 2010-08-20,2010-08-20,WO2010JP64119A 2010-08-20,FALSE,1,WO,WO,1,FALSE
US2010344729P 2010-09-23,2010-09-23,WO2011IE49A 2011-09-09,TRUE,1,US,WO,1,FALSE
FR20103658A 2010-09-14,2010-09-14,WO2011FR500A 2011-09-14,FALSE,1,FR,WO,1,FALSE
US2010368790P 2010-07-29,2010-07-29,WO2011EP63000A 2011-07-28,TRUE,1,US,WO,1,FALSE
JP2010118352A 2010-05-24,2010-05-24,WO2011JP61865A 2011-05-24,FALSE,1,JP,WO,1,FALSE
TR20104531A 2010-06-04,2010-06-04,WO2011TR154A 2011-06-03,FALSE,1,TR,WO,1,FALSE
US2010362507P 2010-07-08,2010-07-08,WO2011IB1572A 2011-07-06,TRUE,1,US,WO,1,FALSE
US2010327098P 2010-04-22,2010-04-22,WO2011US33684A 2011-04-22,TRUE,5,US,WO,1,FALSE
JP201073830A 2010-03-26,2010-03-26,WO2011JP1736A 2011-03-24,FALSE,1,JP,WO,1,FALSE
FR201051921A 2010-03-18,2010-03-18,WO2011FR50538A 2011-03-17,FALSE,1,FR,WO,1,FALSE
FR201051596A 2010-03-05,2010-03-05,WO2011FR50452A 2011-03-04,FALSE,1,FR,WO,1,FALSE
US2010301194P 2010-02-03,2010-02-03,WO2011US23588A 2011-02-03,TRUE,1,US,WO,1,FALSE
FR200958300A 2009-11-24,2009-11-24,WO2010FR52406A 2010-11-10,FALSE,1,FR,WO,1,FALSE
US2009637511A 2009-12-14,2009-12-14,WO2010US60040A 2010-12-13,FALSE,1,US,WO,1,FALSE
FR20096136A 2009-12-18,2009-12-18,WO2010FR832A 2010-12-10,FALSE,1,FR,WO,1,FALSE
GB200915418A 2009-09-04,2009-09-04,WO2010EP63056A 2010-09-06,FALSE,1,GB,WO,1,FALSE
US2009270081P 2009-07-03,2009-07-03,WO2010US1888A 2010-07-02,TRUE,1,US,WO,1,FALSE
EP2009164809A 2009-07-07,2009-07-07,WO2010EP59734A 2010-07-07,FALSE,1,EP,WO,1,FALSE
GB200911650A 2009-07-03,2009-07-03,WO2010GB1282A 2010-07-02,FALSE,2,GB,WO,1,FALSE
FR200954054A 2009-06-16,2009-06-16,WO2010FR51169A 2010-06-11,FALSE,1,FR,WO,1,FALSE
HU2009306A 2009-05-15,2009-05-15,WO2010HU53A 2010-05-13,FALSE,1,HU,WO,1,FALSE
FR20092442A 2009-05-20,2009-05-20,WO2010FR50942A 2010-05-17,FALSE,1,FR,WO,1,FALSE
DE102008047775A 2008-09-17,2008-09-17,WO2009DE1286A 2009-09-16,FALSE,1,DE,WO,1,FALSE
US2009159356P 2009-03-11,2009-03-11,WO2010US26950A 2010-03-11,TRUE,1,US,WO,1,FALSE
JP200975366A 2009-03-26,2009-03-26,WO2010JP55323A 2010-03-26,FALSE,1,JP,WO,1,FALSE
FR200951295A 2009-03-02,2009-03-02,WO2010FR50348A 2010-03-01,FALSE,1,FR,WO,1,FALSE
FR2009851A 2009-02-25,2009-02-25,WO2010EP52065A 2010-02-18,FALSE,1,FR,WO,1,FALSE
KR2008134719A 2008-12-26,2008-12-26,WO2009KR7531A 2009-12-16,FALSE,1,KR,WO,1,FALSE
AU2008906041A 2008-11-21,2008-11-21,WO2009AU1517A 2009-11-20,FALSE,1,AU,WO,1,FALSE
DE102008054264A 2008-10-31,2008-10-31,WO2009DE1424A 2009-10-13,FALSE,1,DE,WO,1,FALSE
GB200818363A 2008-10-07,2008-10-07,WO2009GB2381A 2009-10-07,FALSE,1,GB,WO,1,FALSE
FR20085235A 2008-09-23,2008-09-23,WO2009FR1111A 2009-09-21,FALSE,1,FR,WO,1,FALSE
CN200810047642A 2008-05-08,2008-05-08,WO2009CN71301A 2009-04-16,FALSE,1,CN,WO,1,FALSE
IL191975A 2008-06-05,2008-06-05,WO2009IL543A 2009-06-01,FALSE,2,IL,WO,1,FALSE
US2007961519P 2007-07-20,2007-07-20,WO2008US70598A 2008-07-21,TRUE,2,US,WO,1,FALSE
US2007986058P 2007-11-07,2007-11-07,WO2008CA1958A 2008-11-04,TRUE,1,US,WO,1,FALSE
GB200719504A 2007-10-05,2007-10-05,WO2008IE105A 2008-10-07,FALSE,1,GB,WO,1,FALSE
IL185317A 2007-08-16,2007-08-16,WO2008IL1132A 2008-08-17,FALSE,1,IL,WO,1,FALSE
US2007933969P 2007-06-11,2007-06-11,WO2008US7285A 2008-06-11,TRUE,1,US,WO,1,FALSE
US2006861890P 2006-11-30,2006-11-30,WO2007US24554A 2007-11-29,TRUE,1,US,WO,1,FALSE
US2007921238P 2007-03-30,2007-03-30,WO2008US4250A 2008-03-31,TRUE,1,US,WO,1,FALSE
US2006245600A 2006-06-21,2006-06-21,WO2007US69749A 2007-05-25,FALSE,1,US,WO,1,FALSE
GB2007783A 2007-01-16,2007-01-16,WO2008GB133A 2008-01-16,FALSE,2,GB,WO,1,FALSE
US2006855723P 2006-10-31,2006-10-31,WO2007US22888A 2007-10-30,TRUE,2,US,WO,1,FALSE
IL180162A 2006-12-18,2006-12-18,WO2007IL1561A 2007-12-18,FALSE,1,IL,WO,1,FALSE
FR20069784A 2006-11-09,2006-11-09,WO2007FR1850A 2007-11-09,FALSE,1,FR,WO,1,FALSE
RU2006142987A 2006-11-23,2006-11-23,WO2007RU589A 2007-10-18,FALSE,1,RU,WO,1,FALSE
AU2006100847A 2006-10-06,2006-10-06,WO2007AU1466A 2007-10-04,FALSE,1,AU,WO,1,FALSE
US2006744392P 2006-04-06,2006-04-06,WO2007US66193A 2007-04-06,TRUE,1,US,WO,1,FALSE
JP2005239226A 2005-08-19,2005-08-19,WO2006JP316272A 2006-08-18,FALSE,1,JP,WO,1,FALSE
WO2006US28329A 2006-07-21,2006-07-21,WO2006US28329A 2006-07-21,FALSE,1,WO,WO,1,FALSE
JP2005164730A 2005-05-09,2005-05-09,WO2007JP59822A 2007-05-08,FALSE,2,JP,WO,1,FALSE
IL173357A 2006-01-25,2006-01-25,WO2007IL90A 2007-01-25,FALSE,1,IL,WO,1,FALSE
WO2006RU96A 2006-03-02,2006-03-02,WO2006RU96A 2006-03-02,FALSE,1,WO,WO,1,FALSE
FR200553157A 2005-10-18,2005-10-18,WO2006EP67461A 2006-10-16,FALSE,1,FR,WO,1,FALSE
JP2005226938A 2005-08-04,2005-08-04,WO2006JP315116A 2006-07-31,FALSE,1,JP,WO,1,FALSE
DK20051049A 2005-07-15,2005-07-15,WO2006DK418A 2006-07-14,FALSE,1,DK,WO,1,FALSE
US2005203045A 2005-08-12,2005-08-12,WO2006GB2993A 2006-08-10,FALSE,2,US,WO,1,FALSE
US2004615261P 2004-09-30,2004-09-30,WO2005US35535A 2005-09-30,TRUE,2,US,WO,1,FALSE
JP2005210281A 2005-07-20,2005-07-20,WO2006JP311390A 2006-06-07,FALSE,1,JP,WO,1,FALSE
FR20054974A 2005-05-18,2005-05-18,WO2006FR1097A 2006-05-16,FALSE,1,FR,WO,1,FALSE
US2003489544P 2003-07-22,2003-07-22,WO2004US23896A 2004-07-22,TRUE,3,US,WO,1,FALSE
US2004589635P 2004-07-21,2004-07-21,WO2005US25592A 2005-07-20,TRUE,2,US,WO,1,FALSE
FR200550285A 2005-02-01,2005-02-01,WO2006FR50064A 2006-01-27,FALSE,1,FR,WO,1,FALSE
US2005644105P 2005-01-14,2005-01-14,WO2006US1347A 2006-01-13,TRUE,1,US,WO,1,FALSE
GB2005502A 2005-01-11,2005-01-11,WO2006GB99A 2006-01-11,FALSE,1,GB,WO,1,FALSE
FR200450677A 2004-04-05,2004-04-05,WO2005FR50208A 2005-04-04,FALSE,1,FR,WO,1,FALSE
US2005643863P 2005-01-14,2005-01-14,WO2006US980A 2006-01-12,TRUE,1,US,WO,1,FALSE
GB200427689A 2004-12-15,2004-12-15,WO2005GB4864A 2005-12-15,FALSE,1,GB,WO,1,FALSE
GB200423815A 2004-10-27,2004-10-27,WO2005GB4189A 2005-10-27,FALSE,1,GB,WO,1,FALSE
US2004611587P 2004-09-20,2004-09-20,WO2005US33314A 2005-09-15,TRUE,1,US,WO,1,FALSE
FR20049361A 2004-09-03,2004-09-03,WO2005EP54345A 2005-09-02,FALSE,1,FR,WO,1,FALSE
DK2004977A 2004-06-23,2004-06-23,WO2005US22094A 2005-06-22,FALSE,1,DK,WO,1,FALSE
WO2004RU113A 2004-03-25,2004-03-25,WO2004RU113A 2004-03-25,FALSE,1,WO,WO,1,FALSE
US2003467525P 2003-05-05,2003-05-05,WO2004IB2408A 2004-05-05,TRUE,3,US,WO,1,FALSE
AR2003101575A 2003-05-05,2003-05-05,WO2004GB1929A 2004-05-05,FALSE,2,AR,WO,1,FALSE
FR20037045A 2003-06-11,2003-06-11,WO2004FR1438A 2004-06-09,FALSE,1,FR,WO,1,FALSE
GB200212560A 2002-05-31,2002-05-31,WO2003GB1140A 2003-03-18,FALSE,1,GB,WO,1,FALSE
BG2002106431A 2002-02-25,2002-02-25,WO2002BG10A 2002-06-19,FALSE,1,BG,WO,1,FALSE
US2002345140P 2002-01-02,2002-01-02,WO2003US266A 2003-01-02,TRUE,1,US,WO,1,FALSE
FR200115532A 2001-11-30,2001-11-30,WO2002FR4046A 2002-11-26,FALSE,1,FR,WO,1,FALSE
FR200113613A 2001-10-22,2001-10-22,WO2002FR3568A 2002-10-17,FALSE,1,FR,WO,1,FALSE
WO2001US9229A 2001-03-23,2001-03-23,WO2001US9229A 2001-03-23,FALSE,1,WO,WO,1,FALSE
US2000671760A 2000-09-26,2000-09-26,WO2001US30160A 2001-09-26,FALSE,3,US,WO,1,FALSE
US2000243865P 2000-10-27,2000-10-27,WO2001US48053A 2001-10-29,TRUE,2,US,WO,1,FALSE
US2000226018P 2000-08-18,2000-08-18,WO2001US25661A 2001-08-16,TRUE,1,US,WO,1,FALSE
FR19995012A 1999-04-15,1999-04-15,WO2000FR1941A 2000-07-06,FALSE,3,FR,WO,1,FALSE
US1999161567P 1999-10-26,1999-10-26,WO2000US29411A 2000-10-25,TRUE,1,US,WO,1,FALSE
US1998168101A 1998-10-08,1998-10-08,WO1999US23234A 1999-10-05,FALSE,1,US,WO,1,FALSE
GB199812790A 1998-06-12,1998-06-12,WO1999GB1853A 1999-06-11,FALSE,1,GB,WO,1,FALSE
US1998107836A 1998-06-30,1998-06-30,WO1999US12817A 1999-06-23,FALSE,1,US,WO,1,FALSE
US199767601P 1997-12-05,1997-12-05,WO1998US25685A 1998-12-04,TRUE,5,US,WO,1,FALSE
FR199513790A 1995-11-21,1995-11-21,WO1997FR1898A 1997-10-23,FALSE,2,FR,WO,1,FALSE
US199749861P 1997-06-17,1997-06-17,WO1998US12556A 1998-06-16,TRUE,2,US,WO,1,FALSE
FR199611628A 1996-09-19,1996-09-19,WO1997FR1655A 1997-09-19,FALSE,3,FR,WO,1,FALSE
US1995517298A 1995-08-21,1995-08-21,WO1996US13539A 1996-08-21,FALSE,1,US,WO,1,FALSE
AU19969566A 1996-04-30,1996-04-30,WO1997AU255A 1997-04-30,FALSE,1,AU,WO,1,FALSE
US19953114P 1995-09-01,1995-09-01,WO1996IB1021A 1996-08-30,TRUE,1,US,WO,1,FALSE
US1995514050A 1995-08-11,1995-08-11,WO1996IL74A 1996-08-07,FALSE,1,US,WO,1,FALSE
US1988217862A 1988-07-12,1988-07-12,WO1994US2981A 1994-03-17,FALSE,4,US,WO,1,FALSE
AU19937255A 1993-02-12,1993-02-12,WO1994AU63A 1994-02-11,FALSE,1,AU,WO,1,FALSE
GB19939380A 1993-05-06,1993-05-06,WO1994GB986A 1994-05-06,FALSE,1,GB,WO,1,FALSE
US1989417002A 1989-10-03,1989-10-03,WO1993US8003A 1993-08-25,FALSE,5,US,WO,1,FALSE
GB19906189A 1990-03-20,1990-03-20,WO1991GB1778A 1991-10-11,FALSE,3,GB,WO,1,FALSE
US1986947130A 1986-12-20,1986-12-20,WO1989US5783A 1989-12-15,FALSE,3,US,WO,1,FALSE
US1989351365A 1989-05-15,1989-05-15,WO1990US2749A 1990-05-15,FALSE,1,US,WO,1,FALSE
WO1989HU57A 1989-11-27,1989-11-27,WO1989HU57A 1989-11-27,FALSE,1,WO,WO,1,FALSE
US1986885971A 1986-07-15,1986-07-15,WO1987US1646A 1987-07-10,FALSE,1,US,WO,1,FALSE
JP2016229478A 2016-11-25,2016-11-25,JP2016229478A 2016-11-25,FALSE,1,JP,JP,1,FALSE
JP2016150633A 2016-07-29,2016-07-29,JP2016150633A 2016-07-29,FALSE,1,JP,JP,1,FALSE
JP2016216367A 2016-11-04,2016-11-04,JP201773725A 2017-04-03,FALSE,2,JP,JP,1,FALSE
JP201513525A 2015-01-27,2015-01-27,JP201613776A 2016-01-27,FALSE,2,JP,JP,1,FALSE
JP2016223991A 2016-11-17,2016-11-17,JP2016223991A 2016-11-17,FALSE,1,JP,JP,1,FALSE
JP2015163452A 2015-08-21,2015-08-21,JP2015163452A 2015-08-21,FALSE,1,JP,JP,1,FALSE
JP2016572852A 2016-05-31,2016-05-31,JP2016572852A 2016-05-31,FALSE,2,JP,JP,1,FALSE
JP2016250931A 2016-12-26,2016-12-26,JP2016250931A 2016-12-26,FALSE,1,JP,JP,1,FALSE
JP201741293A 2017-03-06,2017-03-06,JP201741293A 2017-03-06,FALSE,1,JP,JP,1,FALSE
JP2016572851A 2016-05-31,2016-05-31,JP2016572851A 2016-05-31,FALSE,2,JP,JP,1,FALSE
JP201772814A 2017-03-31,2017-03-31,JP201772814A 2017-03-31,FALSE,1,JP,JP,1,FALSE
JP2011207512A 2008-02-15,2008-02-15,JP201462816A 2014-03-25,FALSE,2,JP,JP,1,FALSE
JP201597776A 2015-05-12,2015-05-12,JP201610672A 2016-01-22,FALSE,2,JP,JP,1,FALSE
JP20164080A 2016-01-13,2016-01-13,JP20164080A 2016-01-13,FALSE,1,JP,JP,1,FALSE
JP2016107439A 2016-05-30,2016-05-30,JP2016107439A 2016-05-30,FALSE,1,JP,JP,1,FALSE
JP2015102281A 2015-05-19,2015-05-19,JP2015102281A 2015-05-19,FALSE,1,JP,JP,1,FALSE
JP201689142A 2016-04-27,2016-04-27,JP20173861A 2017-01-13,FALSE,1,JP,JP,1,FALSE
JP201569851A 2015-03-30,2015-03-30,JP201569851A 2015-03-30,FALSE,1,JP,JP,1,FALSE
JP201458769A 2014-03-20,2014-03-20,JP201458769A 2014-03-20,FALSE,1,JP,JP,1,FALSE
JP201458768A 2014-03-20,2014-03-20,JP201458768A 2014-03-20,FALSE,1,JP,JP,1,FALSE
JP201459010A 2014-03-20,2014-03-20,JP201459010A 2014-03-20,FALSE,1,JP,JP,1,FALSE
JP2016233012A 2016-11-30,2016-11-30,JP2016233012A 2016-11-30,FALSE,1,JP,JP,1,FALSE
JP2017522690A 2016-05-10,2016-05-10,JP2017522690A 2016-05-10,FALSE,2,JP,JP,1,FALSE
JP2016111910A 2016-06-03,2016-06-03,JP2016229588A 2016-11-25,FALSE,1,JP,JP,1,FALSE
US2009219120P 2009-06-22,2009-06-22,JP201241102A 2012-02-28,TRUE,2,US,JP,1,FALSE
JP2016135415A 2016-07-07,2016-07-07,JP2016135415A 2016-07-07,FALSE,1,JP,JP,1,FALSE
JP2017503174A 2016-07-12,2016-07-12,JP2017503174A 2016-07-12,FALSE,2,JP,JP,1,FALSE
JP2017503183A 2016-07-12,2016-07-12,JP2017503183A 2016-07-12,FALSE,2,JP,JP,1,FALSE
JP2017503175A 2016-07-20,2016-07-20,JP2017503175A 2016-07-20,FALSE,2,JP,JP,1,FALSE
JP20178166A 2017-01-20,2017-01-20,JP20178166A 2017-01-20,FALSE,1,JP,JP,1,FALSE
JP2016199664A 2016-10-11,2016-10-11,JP2016199664A 2016-10-11,FALSE,1,JP,JP,1,FALSE
JP2016167966A 2016-08-30,2016-08-30,JP2016167966A 2016-08-30,FALSE,1,JP,JP,1,FALSE
JP2015116199A 2015-06-09,2015-06-09,JP2015116199A 2015-06-09,FALSE,1,JP,JP,1,FALSE
JP2012207473A 2012-09-20,2012-09-20,JP2012207473A 2012-09-20,FALSE,1,JP,JP,1,FALSE
JP2016125978A 2016-06-24,2016-06-24,JP2016125978A 2016-06-24,FALSE,1,JP,JP,1,FALSE
JP2016111029A 2016-06-02,2016-06-02,JP2016111029A 2016-06-02,FALSE,1,JP,JP,1,FALSE
JP2017513009A 2016-09-06,2016-09-06,JP2017513009A 2016-09-06,FALSE,2,JP,JP,1,FALSE
JP2015240832A 2015-12-10,2015-12-10,JP2015240832A 2015-12-10,FALSE,1,JP,JP,1,FALSE
JP2016100814A 2016-05-19,2016-05-19,JP2016100814A 2016-05-19,FALSE,1,JP,JP,1,FALSE
JP2016213745A 2016-10-13,2016-10-13,JP2016226623A 2016-11-22,FALSE,1,JP,JP,1,FALSE
JP2016572346A 2016-09-09,2016-09-09,JP2016572346A 2016-09-09,FALSE,2,JP,JP,1,FALSE
JP2015209920A 2015-10-26,2015-10-26,JP2015209920A 2015-10-26,FALSE,1,JP,JP,1,FALSE
JP2012185294A 2012-08-24,2012-08-24,JP2012185294A 2012-08-24,FALSE,1,JP,JP,1,FALSE
JP2015256827A 2016-10-13,2016-10-13,JP2016201615A 2016-10-13,FALSE,2,JP,JP,1,FALSE
JP201697130A 2016-05-13,2016-05-13,JP201697130A 2016-05-13,FALSE,1,JP,JP,1,FALSE
JP201698660A 2016-05-17,2016-05-17,JP201698660A 2016-05-17,FALSE,1,JP,JP,1,FALSE
JP2016567104A 2016-10-03,2016-10-03,JP2016567104A 2016-10-03,FALSE,2,JP,JP,1,FALSE
JP201333839A 2013-02-22,2013-02-22,JP201333839A 2013-02-22,FALSE,1,JP,JP,1,FALSE
JP20154645A 2015-01-14,2015-01-14,JP20154645A 2015-01-14,FALSE,1,JP,JP,1,FALSE
JP2012184049A 2012-08-23,2012-08-23,JP2012184049A 2012-08-23,FALSE,1,JP,JP,1,FALSE
EP2012180970A 2012-08-20,2012-08-20,JP2015527870A 2013-08-16,FALSE,2,EP,JP,1,FALSE
JP201587197A 2015-04-22,2015-04-22,JP201587197A 2015-04-22,FALSE,1,JP,JP,1,FALSE
CN201110181525A 2011-06-30,2011-06-30,JP201252731A 2012-03-09,FALSE,1,CN,JP,1,FALSE
JP2016105579A 2016-05-26,2016-05-26,JP2016105579A 2016-05-26,FALSE,1,JP,JP,1,FALSE
JP201685478A 2016-04-21,2016-04-21,JP201685478A 2016-04-21,FALSE,1,JP,JP,1,FALSE
JP201621431A 2016-02-08,2016-02-08,JP201621431A 2016-02-08,FALSE,1,JP,JP,1,FALSE
JP2015253551A 2015-12-25,2015-12-25,JP2015253551A 2015-12-25,FALSE,1,JP,JP,1,FALSE
JP201315567A 2013-01-30,2013-01-30,JP201315567A 2013-01-30,FALSE,1,JP,JP,1,FALSE
JP2012184077A 2012-08-23,2012-08-23,JP2012184077A 2012-08-23,FALSE,1,JP,JP,1,FALSE
JP2012184066A 2012-08-23,2012-08-23,JP2012184066A 2012-08-23,FALSE,1,JP,JP,1,FALSE
JP2012184015A 2012-08-23,2012-08-23,JP2012184015A 2012-08-23,FALSE,1,JP,JP,1,FALSE
JP2015180784A 2015-09-14,2015-09-14,JP2015180784A 2015-09-14,FALSE,1,JP,JP,1,FALSE
JP2015185337A 2015-09-18,2015-09-18,JP2015185337A 2015-09-18,FALSE,1,JP,JP,1,FALSE
JP2016559668A 2016-06-02,2016-06-02,JP2016559668A 2016-06-02,FALSE,2,JP,JP,1,FALSE
CN201410016750A 2014-01-15,2014-01-15,JP2014216105A 2014-10-23,FALSE,1,CN,JP,1,FALSE
JP2016116312A 2016-06-10,2016-06-10,JP2016116312A 2016-06-10,FALSE,1,JP,JP,1,FALSE
CN201410061345A 2014-02-24,2014-02-24,JP2014127059A 2014-06-20,FALSE,1,CN,JP,1,FALSE
JP2012194062A 2012-09-04,2012-09-04,JP2012194062A 2012-09-04,FALSE,1,JP,JP,1,FALSE
JP201684079A 2016-04-19,2016-04-19,JP201684079A 2016-04-19,FALSE,1,JP,JP,1,FALSE
JP2016125114A 2016-06-24,2016-06-24,JP2016125114A 2016-06-24,FALSE,1,JP,JP,1,FALSE
US13044978A 2011-03-10,2011-03-10,JP201252448A 2012-03-09,FALSE,2,US,JP,1,FALSE
JP201627457A 2016-02-16,2016-02-16,JP201627457A 2016-02-16,FALSE,1,JP,JP,1,FALSE
JP2015197560A 2015-10-05,2015-10-05,JP2015197560A 2015-10-05,FALSE,1,JP,JP,1,FALSE
JP2015185435A 2015-09-18,2015-09-18,JP2015185435A 2015-09-18,FALSE,1,JP,JP,1,FALSE
JP201597776A 2016-01-22,2016-01-22,JP201610673A 2016-01-22,FALSE,2,JP,JP,1,FALSE
CN201410115667A 2014-03-26,2014-03-26,JP2014257212A 2014-12-19,FALSE,1,CN,JP,1,FALSE
JP2016118202A 2016-06-14,2016-06-14,JP2016118202A 2016-06-14,FALSE,1,JP,JP,1,FALSE
JP201553263A 2015-03-17,2015-03-17,JP201553263A 2015-03-17,FALSE,1,JP,JP,1,FALSE
JP201466555A 2014-03-27,2014-03-27,JP201567142A 2015-03-27,FALSE,1,JP,JP,1,FALSE
JP201589101A 2015-04-24,2015-04-24,JP201589101A 2015-04-24,FALSE,1,JP,JP,1,FALSE
JP2015155335A 2015-08-05,2015-08-05,JP2015155335A 2015-08-05,FALSE,1,JP,JP,1,FALSE
US2010321555P 2010-04-07,2010-04-07,JP2013503039A 2011-04-05,TRUE,3,US,JP,1,FALSE
JP2015114126A 2015-06-04,2015-06-04,JP2015114126A 2015-06-04,FALSE,1,JP,JP,1,FALSE
CN201110005809A 2011-01-12,2011-01-12,JP2011238660A 2011-10-31,FALSE,13,CN,JP,1,FALSE
CN201410118380A 2014-03-27,2014-03-27,JP201557200A 2015-03-20,FALSE,1,CN,JP,1,FALSE
JP2015199124A 2015-10-07,2015-10-07,JP2015199124A 2015-10-07,FALSE,1,JP,JP,1,FALSE
CN201410115575A 2014-03-26,2014-03-26,JP201563890A 2015-03-26,FALSE,1,CN,JP,1,FALSE
CN201410115416A 2014-03-26,2014-03-26,JP2014257211A 2014-12-19,FALSE,1,CN,JP,1,FALSE
JP201567281A 2015-03-27,2015-03-27,JP201567281A 2015-03-27,FALSE,1,JP,JP,1,FALSE
JP2015114125A 2015-06-04,2015-06-04,JP2015114125A 2015-06-04,FALSE,1,JP,JP,1,FALSE
JP200835019A 2008-02-15,2008-02-15,JP2011207512A 2011-09-22,FALSE,2,JP,JP,1,FALSE
CN201310377860A 2013-08-27,2013-08-27,JP2014165368A 2014-08-15,FALSE,1,CN,JP,1,FALSE
CN200910190213A 2009-09-15,2009-09-15,JP2014127271A 2014-06-20,FALSE,1,CN,JP,1,FALSE
US200595199A 2005-03-31,2005-03-31,JP2008504030A 2006-01-27,FALSE,2,US,JP,1,FALSE
JP2011172104A 2011-08-05,2011-08-05,JP2011279557A 2011-12-21,FALSE,1,JP,JP,1,FALSE
JP2011108441A 2011-05-13,2011-05-13,JP2011108441A 2011-05-13,FALSE,1,JP,JP,1,FALSE
JP201574804A 2015-04-01,2015-04-01,JP201574804A 2015-04-01,FALSE,1,JP,JP,1,FALSE
CN201410024559A 2014-01-20,2014-01-20,JP201482607A 2014-04-14,FALSE,1,CN,JP,1,FALSE
